formula_molecular_weight,name,formula,metabolite_id,metanetx_id,kegg_id
125.94362,Arsenite,H3AsO3,aso3_c,MNXM658,C06697
126.11334000000001,Thymine C5H6N2O2,C5H6N2O2,thym_e,MNXM386,C00178
126.11334000000001,Thymine C5H6N2O2,C5H6N2O2,thym_c,MNXM386,C00178
126.11334000000001,Thymine C5H6N2O2,C5H6N2O2,thym_p,MNXM386,C00178
126.95819999999999,Selenite,O3Se,slnt_p,MNXM1157,C05684
126.95819999999999,Selenite,O3Se,slnt_c,MNXM1157,C05684
126.95819999999999,Selenite,O3Se,slnt_e,MNXM1157,C05684
127.16104,Heptanoate,C7H11O2,hpta_p,,
127.16104,Heptanoate,C7H11O2,hpta_e,,
127.16104,Heptanoate,C7H11O2,hpta_c,,
128.10604,5-Oxoproline,C5H6NO3,5oxpro_c,MNXM722719,C01879
128.10604,L 1 Pyrroline 3 hydroxy 5 carboxylate C5H6NO3,C5H6NO3,1p3h5c_c,MNXM114091,C04281
128.12592,"(2Z,4Z)-2-Hydroxyhexa-2,4-dienoic acid",C6H8O3,hhd_c,,
129.07092,Iminoaspartate,C4H3NO4,iasp_c,MNXM599,C05840
129.0908,2 5 Dioxopentanoate C5H5O4,C5H5O4,25dop_c,MNXM165561,
129.13386,4-Methyl-2-oxopentanoate,C6H9O3,4mop_c,MNXM404,C00233
129.13386,(S)-3-Methyl-2-oxopentanoate,C6H9O3,3mop_c,MNXM439,C00671
129.13386, R  2 Oxo 3 methylpentanoate C6H9O3,C6H9O3,2o3mpt_c,MNXM94056,C06008
129.15704,N4 Acetylaminobutanal C6H11NO2,C6H11NO2,n4abutn_c,MNXM1527,C05936
130.05568,Oxaloacetate,C4H2O5,oaa_e,MNXM46,C00036
130.05568,Oxaloacetate,C4H2O5,oaa_p,MNXM46,C00036
130.05568,Oxaloacetate,C4H2O5,oaa_c,MNXM46,C00036
130.09874,Glutarate,C5H6O4,glutar_e,MNXM1021,C00489
130.09874,Glutarate,C5H6O4,glutar_c,MNXM1021,C00489
130.09874,Glutarate,C5H6O4,glutar_p,MNXM1021,C00489
130.16828,4-Guanidinobutanal,C5H12N3O,gdbtal_c,MNXM1895,C02647
131.10668,4-Hydroxy-2-oxopentanoate,C5H7O4,4h2opntn_c,MNXM1176,C03589
131.10668,(S)-2-Acetolactate,C5H7O4,alac__S_c,MNXM114079,C06010
131.10998,N-Carbamoyl-beta-alanine,C4H7N2O3,cala_c,MNXM802,C02642
131.10998,N Carbamoylsarcosine,C4H7N2O3,Ncarbsar_c,,
131.12986,5-Amino-4-oxopentanoate,C5H9NO3,5aop_c,MNXM405,C00430
131.12986,Trans 4 Hydroxy L proline C5H9NO3,C5H9NO3,4hpro_LT_c,MNXM87584,"['C01157', 'C03651']"
131.12986,Trans 4 Hydroxy L proline C5H9NO3,C5H9NO3,4hpro_LT_e,MNXM87584,"['C01157', 'C03651']"
131.12986,L-Glutamate 5-semialdehyde,C5H9NO3,glu5sa_c,MNXM245,C01165
131.12986,5-Amino-2-oxopentanoate,C5H9NO3,5a2opntn_c,MNXM1714,C01110
131.12986,2-amino-4-oxopentanoate,C5H9NO3,a24op_c,,
131.12986,L-Glutamate 1-semialdehyde,C5H9NO3,glu1sa_c,MNXM1453,C03741
131.13316,Creatine cytosol,C4H9N3O2,creat_e,MNXM1470,C00791
131.13316,Creatine cytosol,C4H9N3O2,creat_c,MNXM1470,C00791
131.13316,Creatine cytosol,C4H9N3O2,creat_p,MNXM1470,C00791
131.14974, 3 hydroxyhexanoic acid,C6H11O3,R_3hhxa_c,,
131.17291999999998,L-Isoleucine,C6H13NO2,ile__L_c,MNXM231,C00407
131.17291999999998,L-Isoleucine,C6H13NO2,ile__L_p,MNXM231,C00407
131.17291999999998,L-Leucine,C6H13NO2,leu__L_p,MNXM140,"['C00123', 'C16439']"
131.17291999999998,L-Leucine,C6H13NO2,leu__L_e,MNXM140,"['C00123', 'C16439']"
131.17291999999998,L-Leucine,C6H13NO2,leu__L_c,MNXM140,"['C00123', 'C16439']"
131.17291999999998,L-Isoleucine,C6H13NO2,ile__L_e,MNXM231,C00407
131.1961,N Acetylputrescine C6H15N2O,C6H15N2O,aprut_c,MNXM1153,C02714
132.07156,D-Malate,C4H4O5,mal__D_p,MNXM1608,C00497
132.07156,D-Malate,C4H4O5,mal__D_c,MNXM1608,C00497
132.07156,L-Malate,C4H4O5,mal__L_p,MNXM98,C00149
132.07156,L-Malate,C4H4O5,mal__L_e,MNXM98,C00149
132.07156,D-Malate,C4H4O5,mal__D_e,MNXM1608,C00497
132.07156,L-Malate,C4H4O5,mal__L_c,MNXM98,C00149
132.09474,L-Aspartate,C4H6NO4,asp__L_p,MNXM42,"['C00049', 'C16433']"
132.09474,L-Aspartate,C4H6NO4,asp__L_c,MNXM42,"['C00049', 'C16433']"
132.09474,L-Aspartate,C4H6NO4,asp__L_e,MNXM42,"['C00049', 'C16433']"
132.11792,L-Asparagine,C4H8N2O3,asn__L_c,MNXM147,"['C00152', 'C16438']"
132.11792,L-Asparagine,C4H8N2O3,asn__L_e,MNXM147,"['C00152', 'C16438']"
132.11792,L-Asparagine,C4H8N2O3,asn__L_p,MNXM147,"['C00152', 'C16438']"
132.11792,Glycylglycine C4H8N2O3,C4H8N2O3,glygly_c,MNXM4002,C02037
132.15768,(R)-2-hydroxyisocaproate,C6H12O3,h2isocap_c,,
132.16098,"(2R,4S)-2,4-diaminopentanoate",C5H12N2O2,dap24_c,,
132.18416,N-Carbamoylputrescine,C5H14N3O,Ncbmpts_c,MNXM1243,C00436
132.20734000000002,Agmatine,C5H16N4,agm_p,MNXM328,C00179
132.20734000000002,Agmatine,C5H16N4,agm_e,MNXM328,C00179
132.20734000000002,Agmatine,C5H16N4,agm_c,MNXM328,C00179
133.0828,(-)-Ureidoglycolate,C3H5N2O4,urdglyc_c,MNXM490,"['C00603', 'C02766']"
133.12256,"(R)-2,3-Dihydroxy-3-methylbutanoate",C5H9O4,23dhmb_c,MNXM114097,C04272
133.16892,Ornithine,C5H13N2O2,orn_p,MNXM89689,"['C00077', 'C01602']"
133.16892,L Ornithine C5H13N2O2,C5H13N2O2,orn__L_c,MNXM89689,"['C00077', 'C01602']"
133.16892,D-Ornithine,C5H13N2O2,orn__D_p,MNXM1148,C00515
133.16892,D-Ornithine,C5H13N2O2,orn__D_e,MNXM1148,C00515
133.16892,Ornithine,C5H13N2O2,orn_e,MNXM89689,"['C00077', 'C01602']"
133.16892,Ornithine,C5H13N2O2,orn_c,MNXM89689,"['C00077', 'C01602']"
133.16892,D-Ornithine,C5H13N2O2,orn__D_c,MNXM1148,C00515
134.1305,1-deoxy-D-xylulose,C5H10O4,dxyl_e,MNXM2454,C06257
134.1305,1-deoxy-D-xylulose,C5H10O4,dxyl_c,MNXM2454,C06257
134.1305,Deoxyribose C5H10O4,C5H10O4,drib_e,MNXM90412,C01801
134.1305,Deoxyribose C5H10O4,C5H10O4,drib_c,MNXM90412,C01801
134.1305,1-deoxy-D-xylulose,C5H10O4,dxyl_p,MNXM2454,C06257
134.1305,5'-deoxyribose,C5H10O4,5drib_e,MNXM4391,
134.1305,5'-deoxyribose,C5H10O4,5drib_c,MNXM4391,
135.1267,Adenine,C5H5N5,ade_c,MNXM168,C00147
135.13998,Phenylacetic acid,C8H7O2,pac_p,MNXM497,"['C00548', 'C07086', 'C15583']"
135.13998,Phenylacetic acid,C8H7O2,pac_c,MNXM497,"['C00548', 'C07086', 'C15583']"
135.16316,2 Phenylacetamide C8H9NO,C8H9NO,pad_c,MNXM2073,C02505
135.18475999999998,L-Homocysteine,C4H9NO2S,hcys__L_c,MNXM123,"['C00155', 'C05330']"
136.11146000000002,Hypoxanthine,C5H4N4O,hxan_e,MNXM213,C00262
136.11146000000002,Hypoxanthine,C5H4N4O,hxan_c,MNXM213,C00262
136.11146000000002,Hypoxanthine,C5H4N4O,hxan_p,MNXM213,C00262
136.12804,4-Aminobenzoate,C7H6NO2,4abz_c,MNXM421,C00568
136.12804,Anthranilate,C7H6NO2,anth_c,MNXM188,C00108
136.14792,4-Hydroxyphenylacetaldehyde,C8H8O2,4hoxpacd_c,MNXM479,C03765
137.1128,4-Hydroxybenzoate,C7H5O3,4hbz_p,MNXM164,C00156
137.1128,4-Hydroxybenzoate,C7H5O3,4hbz_e,MNXM164,C00156
137.1128,Salicylate,C7H5O3,salc_e,MNXM378,C00805
137.1128,4-Hydroxybenzoate,C7H5O3,4hbz_c,MNXM164,C00156
137.1128,Salicylate,C7H5O3,salc_c,MNXM378,C00805
137.1161,Urocanate C6H5N2O2,C6H5N2O2,urcan_c,MNXM700,C00785
137.17746,Butanesulfonate,C4H9O3S,butso3_c,MNXM7138,
137.17746,Butanesulfonate,C4H9O3S,butso3_e,MNXM7138,
137.17746,Butanesulfonate,C4H9O3S,butso3_p,MNXM7138,
137.17746,Butanesulfonate C4H9O3S,C4H9O3S,buts_c,MNXM7138,
137.17746,Butanesulfonate C4H9O3S,C4H9O3S,buts_e,MNXM7138,
138.015981,Acetyl phosphate,C2H3O5P,actp_c,MNXM280,C00227
138.09928,Sulfoacetate,C2H2O5S,sulfac_c,MNXM1949,C14179
138.09928,Sulfoacetate C2H2O5S,C2H2O5S,sula_e,MNXM1949,C14179
138.09928,Sulfoacetate C2H2O5S,C2H2O5S,sula_c,MNXM1949,C14179
138.09928,Sulfoacetate,C2H2O5S,sulfac_e,MNXM1949,C14179
138.09928,Sulfoacetate,C2H2O5S,sulfac_p,MNXM1949,C14179
138.10086,6-Hydroxynicotinate,C6H4NO3,6hnac_c,MNXM773,C01020
139.004041,Carbamoyl phosphate,CH2NO5P,cbp_c,MNXM138,C00169
139.15516,4-Amino-5-hydroxymethyl-2-methylpyrimidine,C6H9N3O,4ahmmp_c,MNXM874,C01279
139.92714,Arsenate,HAsO4,aso4_e,MNXM970,"['C01478', 'C11215']"
139.92714,Arsenate,HAsO4,aso4_c,MNXM970,"['C01478', 'C11215']"
139.92714,Arsenate,HAsO4,aso4_p,MNXM970,"['C01478', 'C11215']"
140.09356,"Cis,cis-Muconate",C6H4O4,ccmuac_c,MNXM1144,C02480
140.1631,L-histidinal,C6H10N3O,histda_c,,
141.1015,Mucolactone,C6H5O4,mucl_c,MNXM1104,C04105
141.1015,"5-Oxo-4,5-dihydrofuran-2-acetate",C6H5O4,5odhf2a_c,MNXM829,C03586
142.08956,N-Formyl maleamic acid,C5H4NO4,nfmalm_c,MNXM2024,C18232
142.17898,L-Histidinol,C6H12N3O,histd_c,MNXM1281,C00860
142.95759999999999,Selenate,O4Se,sel_p,MNXM2282,C05697
142.95759999999999,Selenate,O4Se,sel_c,MNXM2282,C05697
142.95759999999999,Selenate,O4Se,sel_e,MNXM2282,C05697
143.18362,Crotonobetaine,C7H13NO2,ctbt_c,MNXM1607,C04114
143.18362,Crotonobetaine,C7H13NO2,ctbt_p,MNXM1607,C04114
143.2035,Octanoate (n-C8:0),C8H15O2,octa_c,MNXM750,C06423
143.2035,Octanoate (n-C8:0),C8H15O2,octa_p,MNXM750,C06423
143.2035,Octanoate (n-C8:0),C8H15O2,octa_e,MNXM750,C06423
143.20675999999997,4-Methyl-5-(2-hydroxyethyl)-thiazole,C6H9NOS,4mhetz_c,MNXM962,C04294
144.08226000000002,2-Oxoglutarate,C5H4O5,akg_c,MNXM20,C00026
144.08226000000002,2-Oxoglutarate,C5H4O5,akg_p,MNXM20,C00026
144.08226000000002,2-Oxoglutarate,C5H4O5,akg_e,MNXM20,C00026
144.14849999999998,4 Acetamidobutanoate C6H10NO3,C6H10NO3,4aabutn_c,MNXM2083,C02946
145.13326,(S)-2-Aceto-2-hydroxybutanoate,C6H9O4,2ahbut_c,MNXM114220,C06006
145.13326,2-Dehydropantoate,C6H9O4,2dhp_c,MNXM959,C00966
145.13326,4-Hydroxy-2-oxohexanoic acid,C6H9O4,4hoxoh_c,MNXM2488,C06762
145.15643999999998,6-Amino-2-oxohexanoate,C6H11NO3,6a2ohxnt_c,MNXM916,C03239
145.15643999999998,L 2 Aminoadipate 6 semialdehyde C6H11NO3,C6H11NO3,L2aadp6sa_c,MNXM89905,C04076
145.15974,4 Guanidinobutanoate C5H11N3O2,C5H11N3O2,4gudbutn_c,MNXM1312,C01035
145.17632, 3 hydroxyheptanoic acid,C7H13O3,R_3hhpa_c,,
146.09814,(S)-2-Hydroxyglutarate,C5H6O5,S2hglut_c,MNXM90068,C03196
146.10144,Ureidoacrylate peracid,C4H6N2O4,uracp_c,MNXM2304,C20231
146.12132,D-Glutamate,C5H8NO4,glu__D_c,MNXM331,C00217
146.12132,L-Glutamate,C5H8NO4,glu__L_c,MNXM89557,"['C00025', 'C00302']"
146.12132,L-Glutamate,C5H8NO4,glu__L_e,MNXM89557,"['C00025', 'C00302']"
146.12132,L-Glutamate,C5H8NO4,glu__L_p,MNXM89557,"['C00025', 'C00302']"
146.1445,L-alanylglycine,C5H10N2O3,alagly_c,,
146.1445,L-Glutamine,C5H10N2O3,gln__L_e,MNXM37,"['C00064', 'C00303']"
146.1445,L-Glutamine,C5H10N2O3,gln__L_c,MNXM37,"['C00064', 'C00303']"
146.1445,L-alanylglycine,C5H10N2O3,alagly_e,,
146.1445,L-Glutamine,C5H10N2O3,gln__L_p,MNXM37,"['C00064', 'C00303']"
147.10608000000002,2-dehydro-3-deoxy-D-arabinonate,C5H7O5,2ddara_c,,
147.12926,O-Acetyl-L-serine,C5H9NO4,acser_c,MNXM418,C00979
147.14914,(R)-Pantoate,C6H11O4,pant__R_c,MNXM593,C00522
147.14914,"(R)-2,3-Dihydroxy-3-methylpentanoate",C6H11O4,23dhmp_c,MNXM1202,C06007
147.17228,2-keto-4-methylthiobutyrate,C5H7O3S,2kmb_c,MNXM276,C01180
147.1955,L-Lysine,C6H15N2O2,lys__L_p,MNXM78,"['C00047', 'C16440']"
147.1955,L-Lysine,C6H15N2O2,lys__L_e,MNXM78,"['C00047', 'C16440']"
147.1955,D-Lysine,C6H15N2O2,lys__D_c,MNXM975,C00739
147.1955,L-Lysine,C6H15N2O2,lys__L_c,MNXM78,"['C00047', 'C16440']"
148.07095999999999,D-tartrate,C4H4O6,tartr__D_e,MNXM7948,C02107
148.07095999999999,L-tartrate,C4H4O6,tartr__L_c,MNXM816,C00898
148.07095999999999,D-tartrate,C4H4O6,tartr__D_c,MNXM7948,C02107
148.07095999999999,L-tartrate,C4H4O6,tartr__L_e,MNXM816,C00898
148.09413999999998,Erythro 3 HydroxyL aspartate,C4H6NO5,3hasp__L_c,,
148.16038,N5 hydroxyL ornithine,C5H12N2O3,n5horn_c,,
148.26968,Spermidine,C7H22N3,spmd_p,MNXM124,C00315
148.26968,Spermidine,C7H22N3,spmd_e,MNXM124,C00315
148.26968,Spermidine,C7H22N3,spmd_c,MNXM124,C00315
149.21134,D-Methionine,C5H11NO2S,met__D_c,MNXM1275,C00855
149.21134,D-Methionine,C5H11NO2S,met__D_e,MNXM1275,C00855
149.21134,L-Methionine,C5H11NO2S,met__L_c,MNXM61,"['C00073', 'C01733']"
149.21134,L-Methionine,C5H11NO2S,met__L_p,MNXM61,"['C00073', 'C01733']"
149.21134,L-Methionine,C5H11NO2S,met__L_e,MNXM61,"['C00073', 'C01733']"
150.10998,3-Sulfinopyruvate,C3H2O5S,3snpyr_c,MNXM162632,
150.12990000000002,L-Arabinose,C5H10O5,arab__L_c,MNXM91126,C11476
150.12990000000002,D-Xylose,C5H10O5,xyl__D_p,MNXM348,C00181
150.12990000000002,"(2R,4S)-2-methyl-2,3,3,4-tetrahydroxytetrahydrofuran",C5H10O5,mththf_p,MNXM30887,C21382
150.12990000000002,"(2R,4S)-2-methyl-2,3,3,4-tetrahydroxytetrahydrofuran",C5H10O5,mththf_c,MNXM30887,C21382
150.12990000000002,D-Xylose,C5H10O5,xyl__D_e,MNXM348,C00181
150.12990000000002,D-Xylulose,C5H10O5,xylu__D_c,MNXM597,C00310
150.12990000000002,D-Ribulose,C5H10O5,rbl__D_c,MNXM41271,C00309
150.12990000000002,D Arabinose C5H10O5,C5H10O5,arab__D_c,MNXM544,C00216
150.12990000000002,D Arabinose C5H10O5,C5H10O5,arab__D_p,MNXM544,C00216
150.12990000000002,D-Ribose,C5H10O5,rib__D_c,MNXM242,"['C00121', 'C21057']"
150.12990000000002,D-Ribose,C5H10O5,rib__D_e,MNXM242,"['C00121', 'C21057']"
150.12990000000002,D-Xylose,C5H10O5,xyl__D_c,MNXM348,C00181
150.12990000000002,L-Arabinose,C5H10O5,arab__L_p,MNXM91126,C11476
150.12990000000002,D-Ribose,C5H10O5,rib__D_p,MNXM242,"['C00121', 'C21057']"
150.12990000000002,L-Arabinose,C5H10O5,arab__L_e,MNXM91126,C11476
151.1261,Guanine,C5H5N5O,gua_p,MNXM259,C00242
151.1261,Guanine,C5H5N5O,gua_e,MNXM259,C00242
151.1261,Guanine,C5H5N5O,gua_c,MNXM259,C00242
151.13938000000002,4-Hydroxyphenylacetate,C8H7O3,4hphac_c,MNXM3863,C13636
151.13938000000002,4-Hydroxyphenylacetate,C8H7O3,4hphac_e,MNXM3863,C13636
151.13938000000002,4 Hydroxyphenylacetic acid C8H8O3,C8H7O3,4hoxpac_e,MNXM485,C00642
151.13938000000002,4 Hydroxyphenylacetic acid C8H8O3,C8H7O3,4hoxpac_p,MNXM485,C00642
151.13938000000002,2-Hydroxyphenylacetate,C8H7O3,2hyoxplac_c,MNXM2160,C05852
151.13938000000002,4 Hydroxyphenylacetic acid C8H8O3,C8H7O3,4hoxpac_c,MNXM485,C00642
151.1411,3-Sulfino-L-alanine,C3H5NO4S,3sala_c,MNXM498,C00606
151.20404,Pentanesulfonate,C5H11O3S,pentso3_e,MNXM73204,
151.20404,Pentanesulfonate,C5H11O3S,pentso3_p,MNXM73204,
151.20404,Pentanesulfonate,C5H11O3S,pentso3_c,MNXM73204,
152.042561,Propanoyl phosphate,C3H5O5P,ppap_c,MNXM1499,C02876
152.11086,Xanthine,C5H4N4O2,xan_p,MNXM174,C00385
152.11086,Xanthine,C5H4N4O2,xan_c,MNXM174,C00385
152.11086,Xanthine,C5H4N4O2,xan_e,MNXM174,C00385
152.14578,L Arabinitol C5H12O5,C5H12O5,abt_c,MNXM801,C00532
152.14578,L Arabinitol C5H12O5,C5H12O5,abt_e,MNXM801,C00532
152.14578,L Arabinitol C5H12O5,C5H12O5,abt__L_c,MNXM801,C00532
152.14731999999998,Vanillin,C8H8O3,vanln_p,MNXM754,C00755
152.14731999999998,Vanillin,C8H8O3,vanln_e,MNXM754,C00755
152.14731999999998,"3,4-Dihydroxyphenylacetaldehyde",C8H8O3,34dhpac_p,MNXM1401,C04043
152.14731999999998,Vanillin,C8H8O3,vanln_c,MNXM754,C00755
152.14731999999998,"3,4-Dihydroxyphenylacetaldehyde",C8H8O3,34dhpac_e,MNXM1401,C04043
153.007441,2-Phosphoglycolate,C2H2O6P,2pglyc_c,MNXM2074,C00988
153.007441,2-Phosphoglycolate,C2H2O6P,2pglyc_e,MNXM2074,C00988
153.1122,"2,3-Dihydroxybenzoate",C7H5O4,23dhb_c,MNXM455,C00196
153.1122,"3,4-Dihydroxybenzoate",C7H5O4,34dhbz_p,MNXM204,C00230
153.1122,"3,4-Dihydroxybenzoate",C7H5O4,34dhbz_e,MNXM204,C00230
153.1122,"3,4-Dihydroxybenzoate",C7H5O4,34dhbz_c,MNXM204,C00230
154.081621,D-1-Aminopropan-2-ol O-phosphate,C3H9NO4P,applp_c,MNXM1697,C04122
154.18637999999999,Dopamine,C8H12NO2,dopa_p,MNXM205,C03758
154.18637999999999,Dopamine,C8H12NO2,dopa_e,MNXM205,C03758
155.08832,Orotate C5H3N2O4,C5H3N2O4,orot_c,MNXM235,C00295
155.08832,Orotate C5H3N2O4,C5H3N2O4,orot_e,MNXM235,C00295
155.08832,Orotate C5H3N2O4,C5H3N2O4,orot_p,MNXM235,C00295
155.12808,"2,3-Dihydro-2,3-dihydroxybenzoate",C7H7O4,23ddhb_c,MNXM114261,C04171
155.12808,"Cis-1,2-Dihydroxycyclohexa-3,5-diene-1-carboxylate",C7H7O4,bz12diol_c,MNXM1508,C06321
155.13138,4-Imidazolone-5-propanoate,C6H7N2O3,4izp_c,MNXM90394,C03680
155.15456,L-Histidine,C6H9N3O2,his__L_c,MNXM134,"['C00135', 'C00768']"
155.15456,L-Histidine,C6H9N3O2,his__L_e,MNXM134,"['C00135', 'C00768']"
155.15456,L-Histidine,C6H9N3O2,his__L_p,MNXM134,"['C00135', 'C00768']"
156.13602,2-Isopropylmaleate,C7H8O4,2ippm_c,MNXM1706,C02631
157.1042,(S)-Dihydroorotate,C5H5N2O4,dhor__S_c,MNXM252,C00337
157.23008,Nonanoate C9H17O2,C9H17O2,nona_c,MNXM12480,C01601
158.10884,3-Oxoadipate,C6H6O5,3oxoadp_c,MNXM716,C00846
158.10884,2 Oxoadipate C6H6O5,C6H6O5,2oxoadp_c,MNXM263,C00322
158.11544,Allantoin,C4H6N4O3,alltn_p,MNXM612,C01551
158.11544,Allantoin,C4H6N4O3,alltn_e,MNXM612,C01551
158.11544,    Allantoin,C4H6N4O3,alltn__R_c,,
158.11544,Allantoin,C4H6N4O3,alltn_c,MNXM612,C01551
158.1519,Pimelate,C7H10O4,pime_e,MNXM2555,C02656
158.1519,Pimelate,C7H10O4,pime_c,MNXM2555,C02656
159.18302,3 dehydrocarnitine,C7H13NO3,dhcrn_c,,
159.18456,Indole 3 acetaldehyde C10H9NO,C10H9NO,id3acald_c,MNXM518,C00637
159.2029, 3 hydroxyoctanoic acid,C8H15O3,R_3hocta_c,,
159.9376,Molybdate,MoO4,mobd_c,MNXM1026,C06232
159.9376,Molybdate,MoO4,mobd_e,MNXM1026,C06232
160.08166,4 Hydroxy 2 oxoglutarate C5H4O6,C5H4O6,4h2oglt_c,MNXM894,C01127
160.12472,"D-2,3-Diketo 4-deoxy-epi-inositol",C6H8O5,dkdi_c,MNXM114119,"['C04287', 'C06891']"
160.1479,L 2 Aminoadipate C6H10NO4,C6H10NO4,L2aadp_c,MNXM268,C00956
160.17108000000002,D-Alanyl-D-alanine,C6H12N2O3,alaala_p,MNXM669,C00993
160.17108000000002,D-Alanyl-D-alanine,C6H12N2O3,alaala_c,MNXM669,C00993
161.15583999999998,O Acetyl L homoserine C6H11NO4,C6H11NO4,achms_c,MNXM699,C01077
161.19889999999998,L-Carnitine,C7H15NO3,crn_p,MNXM173,"['C00318', 'C00487']"
161.19889999999998,D-Carnitine,C7H15NO3,crn__D_p,MNXM246,C15025
161.19889999999998,L-Carnitine,C7H15NO3,crn_c,MNXM173,"['C00318', 'C00487']"
161.19889999999998,D-Carnitine,C7H15NO3,crn__D_c,MNXM246,C15025
161.19889999999998,L-Carnitine,C7H15NO3,crn_e,MNXM173,"['C00318', 'C00487']"
161.22361999999998,Tryptamine cytosol,C10H13N2,trypta_c,MNXM806,C00398
162.12072,L erythro 4 Hydroxyglutamate C5H8NO5,C5H8NO5,e4hglu_c,MNXM923,C05947
162.1439,L glycinylserine,C5H10N2O4,glyser_p,,
162.1439,L glycinylserine,C5H10N2O4,glyser_c,,
162.1439,L glycinylserine,C5H10N2O4,glyser_e,,
163.15008,3-hydroxycinnamic acid,C9H7O3,3hcinnm_e,MNXM1799,C12621
163.15008,Phenylpyruvate,C9H7O3,phpyr_c,MNXM162242,C00166
163.15008,3-hydroxycinnamic acid,C9H7O3,3hcinnm_p,MNXM1799,C12621
163.15008,3-hydroxycinnamic acid,C9H7O3,3hcinnm_c,MNXM1799,C12621
163.17326,D-phenylalanine,C9H9NO2,phe__D_c,,
164.15648,L-Rhamnulose,C6H12O5,rml_c,MNXM1750,C00861
164.15648,L-Rhamnose,C6H12O5,rmn_c,MNXM2967,C00507
164.15648,L-Rhamnose,C6H12O5,rmn_e,MNXM2967,C00507
164.15648,L-fuculose,C6H12O5,fuc_e,,
165.01814099999999,Phosphoenolpyruvate,C3H2O6P,pep_c,MNXM73,C00074
165.10302,Quinolinate,C7H3NO4,quln_c,MNXM555,C03722
165.16595999999998,3-(3-hydroxy-phenyl)propionate,C9H9O3,3hpppn_e,MNXM1634,C11457
165.16595999999998,3-(3-hydroxy-phenyl)propionate,C9H9O3,3hpppn_c,MNXM1634,C11457
165.16595999999998,3-(3-hydroxy-phenyl)propionate,C9H9O3,3hpppn_p,MNXM1634,C11457
165.18913999999998,L-Phenylalanine,C9H11NO2,phe__L_c,MNXM97,"['C00079', 'C02057']"
165.18913999999998,L-Phenylalanine,C9H11NO2,phe__L_e,MNXM97,"['C00079', 'C02057']"
165.21074,L-Methionine Sulfoxide,C5H11NO3S,metsox_S__L_c,MNXM2246,C02989
165.21074,L methionine R oxide C5H11NO3S,C5H11NO3S,metox__R_c,MNXM8825,
165.21074,L-methionine-R-sulfoxide,C5H11NO3S,metsox_R__L_e,MNXM2245,C15998
165.21074,L-methionine-R-sulfoxide,C5H11NO3S,metsox_R__L_c,MNXM2245,C15998
165.21074,L Methionine S oxide C5H11NO3S,C5H11NO3S,metox_e,MNXM2246,C02989
165.21074,L Methionine S oxide C5H11NO3S,C5H11NO3S,metox_c,MNXM2246,C02989
165.21074,L methionine R oxide C5H11NO3S,C5H11NO3S,metox__R_e,MNXM8825,
165.21074,L-Methionine Sulfoxide,C5H11NO3S,metsox_S__L_e,MNXM2246,C02989
165.23062,Hexanesulfonate C6H13O3S,C6H13O3S,hexs_c,MNXM11814,
165.23062,Hexanesulfonate C6H13O3S,C6H13O3S,hexs_e,MNXM11814,
167.1189,"2,3-Dihydrodipicolinate",C7H5NO4,23dhdp_c,MNXM807,C03340
167.13878,Vanillate,C8H7O4,vanlt_e,MNXM982,C06672
167.13878,Vanillate,C8H7O4,vanlt_c,MNXM982,C06672
167.13878,Vanillate,C8H7O4,vanlt_p,MNXM982,C06672
167.13878,3-4-Dihydroxyphenylacetate,C8H7O4,34dhpha_c,MNXM645,C01161
167.13878,3-4-Dihydroxyphenylacetate,C8H7O4,34dhpacet_c,MNXM645,C01161
167.13878,Homogentisate C8H7O4,C8H7O4,hgentis_c,MNXM345,C00544
167.16196,Pyridoxal,C8H9NO3,pydx_c,MNXM311,C00250
168.041961,Glyceraldehyde 3-phosphate,C3H5O6P,g3p_c,MNXM74,"['C00118', 'C00661']"
168.041961,Dihydroxyacetone phosphate,C3H5O6P,dhap_c,MNXM77,C00111
168.11026,Urate C5H4N4O3,C5H4N4O3,urate_c,MNXM441,C00366
168.14844,L-Cysteate,C3H6NO5S,Lcyst_e,MNXM713,C00506
168.14844,L-Cysteate,C3H6NO5S,Lcyst_c,MNXM713,C00506
169.1116,Gallic acid,C7H5O5,ga_p,MNXM670,C01424
169.1116,Gallic acid,C7H5O5,ga_e,MNXM670,C01424
169.1116,Gallic acid,C7H5O5,ga_c,MNXM670,C01424
169.13478,"2,3,4,5-Tetrahydrodipicolinate",C7H7NO4,thdp_c,MNXM480,C03972
169.17784,Pyridoxine,C8H11NO3,pydxn_c,MNXM419,C00314
169.17784,Pyridoxine,C8H11NO3,pydxn_e,MNXM419,C00314
169.20101999999997,Pyridoxamine,C8H13N2O2,pydam_c,MNXM548,C00534
170.057841,Glycerol 3-phosphate,C3H7O6P,glyc3p_c,MNXM66,C00093
170.057841,Glycerol 3-phosphate,C3H7O6P,glyc3p_p,MNXM66,C00093
170.057841,Glycerol 3-phosphate,C3H7O6P,glyc3p_e,MNXM66,C00093
170.11954,"2-Oxohept-3-ene-1,7-dioate",C7H6O5,2ohed_c,MNXM723698,C03063
170.11954,2-Hydroxyhepta-2-4-dienedioate,C7H6O5,2hh24dd_c,MNXM146251,
171.08442,Cis-Aconitate,C6H3O6,acon_C_c,MNXM813,C00417
171.08442,Cis-Aconitate,C6H3O6,acon_C_p,MNXM813,C00417
