m/z,RT [min],Name,model_metabolite,mass_difference,Tags,Foston_In_1-A_Met_LC_HILIC_Pos (F4),Foston_In_1-B_Met_LC_HILIC_Pos (F5),Foston_In_1-C_Met_LC_HILIC_Pos (F6),Foston_In_1-D_Met_LC_HILIC_Pos (F7),Foston_In_1-E_Met_LC_HILIC_Pos (F8),Foston_In_1-F_Met_LC_HILIC_Pos (F9),Foston_In_1-G_Met_LC_HILIC_Pos (F10),Foston_In_1-H_Met_LC_HILIC_Pos (F11),Foston_In_1-I_Met_LC_HILIC_Pos (F12),Foston_In_1-J_Met_LC_HILIC_Pos (F13),Foston_In_1-K_Met_LC_HILIC_Pos (F14),Foston_In_1-L_Met_LC_HILIC_Pos (F15),Foston_In_4-A_Met_LC_HILIC_Pos (F16),Foston_In_4-B_Met_LC_HILIC_Pos (F17),Foston_In_4-C_Met_LC_HILIC_Pos (F18),Foston_In_4-D_Met_LC_HILIC_Pos (F19),Foston_In_4-E_Met_LC_HILIC_Pos (F20),Foston_In_4-F_Met_LC_HILIC_Pos (F21),Foston_In_4-G_Met_LC_HILIC_Pos (F22),Foston_In_4-H_Met_LC_HILIC_Pos (F23),Foston_In_4-I_Met_LC_HILIC_Pos (F24),Foston_In_4-J_Met_LC_HILIC_Pos (F25),Foston_In_4-K_Met_LC_HILIC_Pos (F26),Foston_In_4-L_Met_LC_HILIC_Pos (F27)
102.05476,5.11,furan-2(5H)-one,Pentanoate,0.01403999999999428,Not in Internal DB. MS/MS match only,69150399.48,67649651.33,57396844.83,59135896.11,49998669.7,55185188.98,46975953.56,47145182.91,46451542.33,47681997.64,38054225.62,38398222.02,61448811.85,581174.3673,60155425.66,59153746.73,60470116.09,54296475.08,53644069.97,49898959.57,37833222.37,37345267.09,35990386.94,33978725.62
86.05991999999999,5.15,Methacrylamide,Pentanal,0.013240000000010355,Not in Internal DB. MS/MS match only.,637968.2742,1181159.311,893130.3033,10293552.83,10916338.96,9130222.88,498604.8986,456250.4371,306914.5965,2292597.611,1405940.483,2047099.94,1251411.148,368387.64,1185158.558,1439786.968,800682.6352,1270482.592,855292.7509,1038469.2209999999,1289276.61,154484.136,785958.3697,514566.4156
215.09595,4.72,Metribuzin,Sn-Glycero-3-phosphoethanolamine,0.04007999999996059,Not in Internal DB. MS/MS match only,655672.2425,614358.7207,1330776.633,2458656.785,2555889.491,1982481.335,111919.412,697925.8257,677023.2658,651475.1803,662087.3286,513943.3772,3522644.059,10469.951,3032297.15,682878.4581,697147.8266,959092.7254,200318.8433,264729.439,263078.2835,366240.3552,349769.5238,96155.22867000001
142.08612,4.91,N-Acetylvaline\N-Acetylnorvaline,L-Histidinol,0.011369999999999436,Not in Internal DB. MS/MS match only,3125065.894,3870448.748,4587045.694,2505511.514,2442337.13,4613084.627,1536573.789,1449539.8290000001,1360534.256,1409050.844,640655.7615,695128.5215,5064377.673,34689.082610000005,5556834.47,2449375.281,1452462.051,2580599.9869999997,1170112.794,1182917.284,2006209.744,696450.2162,553076.664,638819.9908
296.17008,1.37,Pentoxifylline,D-4'-Phosphopantothenate,0.1149099999999521,Potential ID (Low Confidence);Match with Mass and RT only,7736247.357000001,10248083.04,11665427.91,12798677.15,10402452.88,12629211.9,12656341.74,12904399.8,13589461.2,10053152.29,13722903.45,11835787.37,27803723.19,10566.08708,22399372.31,29662681.76,31342871.05,24753595.62,29242349.18,35547149.87,30983946.16,18997421.9,22300029.17,19550314.39
302.17077,4.37,Possibe Peptide,N-Acetyl-D-glucosamine 6-phosphate,0.10649999999998272,MS2 available,22922.00866,35796.0451,53490.16597,39283.75811,58655.667870000005,42175.11995,669933.9165,203311.0471,897715.1819,281633.4038,875749.5018,858437.0739,30739.54243,6154.531833,35393.267530000005,61206.294910000004,29627.80565,32236.27912,49632.71915,25820.37285,22725.54188,1273230.466,1190073.503,1270399.2040000001
219.09697999999997,5.07,Possible peptide,5 L Glutamyl L alanine C8H13N2O5,0.001290000000068403,MS2 available,2655612.426,2729968.3680000002,2769669.619,4765954.34,4852909.811000001,2503922.378,1363768.36,1048174.5920000001,1345069.975,441651.5335,2331679.404,264467.5344,7415554.268999999,8320.728458,6250045.469,4428561.071,3756843.6610000003,5018051.775,1283752.476,1131842.999,1150626.92,846549.745,980491.055,849235.61
219.0973,5.27,Possible peptide,5 L Glutamyl L alanine C8H13N2O5,0.0009700000000520959,MS2 available,4500308.7360000005,4544711.797,4412059.978999999,5306963.522,6419895.015,6465450.237000001,2611382.319,2317331.1040000003,2925811.63,3161119.9710000004,3038094.457,3006004.403,10655976.12,56377.79832,11229736.77,4713194.1110000005,3744506.084,4879986.221,2233162.522,2582663.8,2150299.725,1546646.983,2910396.027,2005533.649
229.11821,3.57,Possible Peptide,Deoxyuridine,0.03558999999998491,MS2 available,1192775.21,1204886.28,1190567.275,105684.0362,136699.9491,88977.93207000001,85888.93595,35149.33777,85743.53756,83106.94162,101420.1866,153791.4641,61282.385539999996,18339.278169999998,82904.28591,105440.0715,64505.40969,43493.32967,83996.51552999999,34576.51869,103664.9384,38898.12554,161758.1259,37293.65638
249.10802999999999,3.49,Possible Peptide,S-Acetyldihydrolipoamide,0.02230999999997607,MS2 available,1850216.855,2446921.264,2159654.845,4518752.233,3653610.486,3763725.2169999997,932941.0745,556806.9199,967727.0727,959039.9626,640441.9655,621246.9182,1480101.9119999998,11949.00936,1282961.912,649659.9224,930133.0396,992402.6026,578348.3322,454254.0576,267234.8712,541606.8072,699367.0426,345515.6338
261.14418,4.63,Possible Peptide,D-Mannitol 1-phosphate,0.10536000000001877,MS2 available,105857702.1,201498464.8,63434374.62,74571820.96,140843622.9,113855065.3,94699629.3,18798408.02,23660480.42,76478454.71,78533277.61,81956090.25,90117065.52,48372.40592,47799615.95,185614494.9,218363135.5,195516070.8,73833279.96,96591032.38,62327198.38,107222500.6,99633207.07,184323210.0
277.10263,5.41,Possible Peptide,S-(2-Methylpropanoyl)-dihydrolipoamide,0.01439000000004853,MS2 available,4223177.534,5843168.232000001,4919518.403,5343287.742,6050604.866,5458878.694,4356876.063999999,4851781.287,4558421.1680000005,3190258.3839999996,2926372.8230000003,3058057.816,6389645.749,10234.97178,6444262.896000001,5778137.244,5434566.672,11315261.26,5616107.6110000005,5569053.614,4639235.768999999,4069149.877,4331936.066000001,4031416.7569999998
279.10038,4.84,Possible Peptide,Linoleic acid (all cis C18:2) n-6,0.13257000000004382,MS2 available,34506802.43,29236773.41,27216955.83,14261600.1,14331450.08,9422391.634,7792510.342999999,6638147.484,7191421.811000001,1753496.438,1454107.6509999998,1534843.928,25083027.44,7712.643092,23867336.24,13758592.56,11405284.94,12201319.01,7418603.48,6188116.177999999,4174366.4080000003,5723444.863,6165897.565,4251884.373
136.06171,4.7,Possible purine,Adenine,0.0007899999999949614,MS2 available,25823692.12,15278610.6,14871331.53,26378781.45,24930007.0,26025531.28,41041236.02,41396638.93,32045032.46,35043148.02,22293393.33,24075316.56,6570629.737000001,14425085.92,9254942.417000001,6700665.392999999,4526769.551,4821532.681,6207633.2639999995,5333054.563999999,3329041.6569999997,5647098.882999999,5913670.414,6161041.982999999
127.03893000000001,5.52,Pyrogallic acid,Thymine C5H6N2O2,0.011999999999986244,Potential ID (Low Confidence);Match with Mass and RT only,259258.919,286145.7668,385401.6078,462456.8299,388049.4603,418746.1847,1347059.845,527354.0402,1323780.6709999999,359352.16299999994,541869.1744,588029.0823,1037760.475,13177.09598,1028704.705,317855.5123,363114.7797,348205.1692,3184970.4239999996,3021020.37,260167.7137,538572.0808,627516.9121,566126.6106
214.11199,5.87,Simetryn,Dethiobiotin,0.020480000000048904,Not in Internal DB. MS/MS match only,3364943.2410000004,3948799.666,4010170.2169999997,12475531.56,13656453.18,11688455.28,787585.3207,660742.9068,586965.8748,3403276.2260000003,1175574.098,2027826.469,13261916.74,13468.90554,12663781.01,2274506.006,1584471.5769999998,2332204.329,1777799.0380000002,1579007.851,1358735.293,172574.7112,323683.9486,352054.2391
684.25573,6.19,Sugar-Tetrasacharride,Dephospho-CoA,0.8786000000000058,Not in Internal DB. MS/MS match only,132896.962,36772.39494,256403.0276,149767.5831,201736.5165,168480.2021,316015.4993,387448.6644,336355.2102,353277.1089,396523.6217,414276.744,1278923.105,8431.178774,1154130.043,436666.1634,315775.8955,312708.9561,332771.4386,274609.4158,193706.1285,315039.13800000004,499044.4693,418722.5392
403.02992,5.37,thymidine diphosphate (dTDP),UDP C9H11N2O12P2,2.0495500000000106,Not in Internal DB. MS/MS match only;Potential ID (Low Confidence),1089684.895,1025631.7159999999,654039.8462,536223.0327,300965.0907,826448.5388,4600078.072,2415351.273,4157615.2,1918376.475,2367093.988,3518668.798,885606.4849,12807.49454,712447.5522,648864.6977,616282.6736,1029048.3859999999,977612.6746,577474.169,571012.8636,2150999.1180000002,2358421.5609999998,1312551.233
88.03914,5.07,Vinyl Carbamate, R  Acetoin C4H8O2,0.013289999999997804,Not in Internal DB. MS/MS match only,3533587.892,3632147.369,3309150.106,2144880.526,1138841.455,1480717.158,10439250.89,5109225.953,11420318.73,3291969.522,17975270.9,14886133.17,1788868.739,10518.9586,1599716.322,2435236.451,2139084.745,2129930.077,7683062.654,6148901.416,6555273.401000001,14390271.61,17271245.34,12744638.31
130.09743999999998,5.94,(2S)-2-Piperazinecarboxamide\(2R)-2-Piperazinecarboxamide,4-Guanidinobutanal,5.000000001587068e-05,Not in Internal DB. MS/MS available but no DB to match. ,107630267.6,102199747.6,111619308.5,189478853.9,182480672.0,167052789.7,148054627.3,80167251.14,136081241.2,229130905.7,431776108.4,382792051.6,152215669.3,5689969.14,165047644.9,271224292.6,273624115.7,265494034.0,314027823.7,343428617.9,280799364.2,418576604.4,395956731.5,373141004.6
118.12258999999999,3.98,1-(Diethylamino)ethanol,5-Aminopentanamide,0.012349999999997863,Not in Internal DB. MS/MS available but no DB to match. Other possible metabolites with similar structures,3670808.335,3415520.5719999997,2544080.199,2946359.208,2185838.1890000002,1214870.95,631308.8373,870506.1189,694086.3947,711865.5314,1009688.469,785933.9286,1441211.7719999999,40647.46951,896493.8,673599.4876,1016818.405,750775.0807,705875.7705,751467.2407,798776.943,670287.8632,1041879.8740000001,556427.1429
85.07595,4.66,"1,4-Diamino-2-butyne",3-Aminoacrylate,0.9487999999999914,Not in Internal DB. MS/MS available but no DB to match. Other possible IDs: N-Nitrosodiethylamine (M-H2O+H),1890970.875,1878605.631,1862975.131,1427452.644,1854394.824,1280337.68,2235452.768,1570103.6409999998,1236334.061,8124522.594,5132753.84,5390970.621,800275.4368,122685.2615,753510.3675,3894987.019,5026260.401000001,4345893.385,1646383.426,1873222.449,1484953.07,3434975.683,3044863.111,2664822.755
111.05521,3.65,1-Acetylimidazole,Cytosine,0.011949999999998795,Not in Internal DB. MS/MS available but no DB to match Several other possibilities,17961546.2,16373017.18,18273746.75,38215055.0,43605780.7,31058034.73,51115243.75,4025088.014,27526835.92,264646655.6,239387248.4,135029352.2,2971411.435,251299.1722,17350176.62,66374181.75,75177787.12,76484480.47,35773979.31,41097740.58,35617082.19,188931470.3,202643299.3,62278380.03
130.08616999999998,5.37,1-Methyl-L-proline,N4 Acetylaminobutanal C6H11NO2,0.0008100000000297314,Not in Internal DB. MS/MS available but no DB to match. ,2135197.233,1968402.1030000001,2315344.878,2649399.223,2058138.43,2306018.328,343610.1044,221900.9441,99674.50523,682392.1629,339441.6057,374766.0463,390803.2551,267959.9923,317723.8008,114171.6968,65631.75864,250353.3922,88638.46586,91253.71327000001,174761.8811,143709.6566,265198.8651,157912.2956
84.08077,4.63,1-Piperideine,3-Aminoacrylate,1.9439799999999963,Not in Internal DB. MS/MS available but no DB to match.,1971987.763,2201989.037,2504788.461,3737796.443,3321674.273,3623320.664,191114.1357,196550.2807,278650.9677,420605.2943,397487.13,319155.7487,934968.7502,11823.04236,872057.9475,691778.6438,837805.8545,842562.77,168019.0061,168826.8194,379471.9241,196301.5939,277164.3502,247854.0874
114.05487,4.72,1-pyrroline-5-carboxylic acid,1-Pyrroline-2-carboxylate,0.0008100000000013097,Not in Internal DB. MS/MS available but no DB to match. Other similar structures possible,2812174.8660000004,2228220.8880000003,1884988.343,1269463.26,1211570.012,1306266.02,4074602.565,3676639.835,4153593.19,3994524.645,3124106.512,3539697.026,922594.3745,208577.6593,770180.6001,3603871.0539999995,3668279.372,3337301.459,1369073.947,1257964.9640000002,1234836.169,3455910.6139999996,3745023.17,3298898.1560000004
118.12245,4.51,2-(Diethylamino)ethanol,5-Aminopentanamide,0.012210000000010268,Not in Internal DB. MS/MS available but no DB to match. MS/MS makes sense for this metabolite,1495337.029,1381728.1130000001,1044481.984,1045195.855,885956.9084,1873340.592,1011700.577,1381670.592,1107340.7179999999,1012671.2690000001,928223.8503,845025.3616,3370098.401,418265.3259,1147024.396,1082151.754,1057239.465,952356.5574,954789.9921,944923.7925,1091380.158,790843.6636,3091546.6539999996,1315235.89
85.07598,5.55,2-(Dimethylamino)acetonitrile,3-Aminoacrylate,0.9487699999999961,Not in Internal DB. MS/MS available but no DB to match. Other possible IDs: tetrahydropyrimidine,1962458.121,1930208.94,2013532.919,1584801.477,1474984.99,1508646.77,842087.2494,597712.1932,1109940.966,2022113.7769999998,3411538.771,3047117.3910000003,1294250.387,28026.221,1269651.155,2401091.519,2630865.7630000003,2771337.61,3186096.204,3077146.015,2537690.858,3353993.4839999997,3323600.291,3134840.853
114.05492,3.85,"2,3-dihydro-1H-pyrrole-2-carboxylic acid",1-Pyrroline-2-carboxylate,0.0007599999999996498,Not in Internal DB. MS/MS available but no DB to match. Other similar structures possible,4650199.64,3787153.564,7996692.272999999,3359194.9639999997,6502505.9229999995,5055905.641,6752637.221,5376171.328,5425883.79,22221108.81,16624826.48,18145636.4,3602279.313,81800.65389,3221470.04,15182964.59,16932334.64,13551365.2,5509971.528,5957467.891,4959233.266,11378243.69,11696246.7,9835922.015
98.05986,5.21,"2,4-Dimethyloxazole",Phosphate,1.0895200000000074,"Not in Internal DB. MS/MS available but no DB to match. Other Possible IDs: 2,4-Dimethyloxazole; 4,5-dimethyloxazole",700192.3362,760417.1315,724064.4163,340490.1729,739220.9105,1137916.926,8042789.231000001,6700971.109,8259936.17,8825391.673,10248634.68,11646616.28,542681.3945,102314.3714,502078.71,2440946.6459999997,2384552.9,2469277.287,972537.0654,746269.4378,882322.0691,6518791.381,9136028.582999999,7142502.978999999
98.05985,5.1,"2,5-Dimethyloxazole",Phosphate,1.0895100000000042,"Not in Internal DB. MS/MS available but no DB to match. Other Possible IDs: 2,5-Dimethyloxazole; 4,5-dimethyloxazole",2711709.7060000002,2583156.731,1858101.86,3284908.01,3135941.78,3330921.498,16065301.32,13193685.97,15447501.37,11053416.72,12856551.77,12571409.09,1940975.122,23486.7821,1627841.145,4427862.212,4345509.255,4207319.433999999,2364225.02,2402677.491,2082835.215,11675604.06,13262573.66,11411893.67
145.0969,3.98,"2,6-Diamino-4-hexenoic acid",4 Guanidinobutanoate C5H11N3O2,0.011770000000012715,Not in Internal DB. MS/MS available but no DB to match. ,10698991.59,10351650.8,10254433.74,25680609.43,24203452.56,22832488.13,32004879.62,27980603.7,39989734.63,47058753.06,58243584.66,52434971.98,11676215.64,14003.30723,11529734.52,27091193.3,35353683.64,31137531.89,27689505.61,33576712.3,26442479.78,41823595.79,45953754.46,39797968.83
96.04433,4.71,2-Foryml-1H-pyrrol,Methanesulfonate,0.055490000000006034,Not in Internal DB. MS/MS available but no DB to match.,158345.2113,520256.3725,540167.4588,446200.5784,258265.1151,409252.4391,3828078.123,3134489.414,3745801.097,3076455.235,2721830.986,2963777.402,385338.1825,87988.82576,201464.0458,3250105.311,2863659.578,2403367.19,381114.0172,455371.3893,426510.3479,2766173.7589999996,3194866.131,3070087.401
114.05496000000001,4.36,"3,4-Dehydroproline",1-Pyrroline-2-carboxylate,0.0007199999999869533,Not in Internal DB. MS/MS available but no DB to match. Other similar structures possible,17458021.37,17525189.98,16541345.34,10054813.34,9909434.148,9107158.524,13687197.92,13297646.05,12698860.27,28744981.51,20020729.53,22289706.23,8363113.034,965700.5976,8086780.791,22613826.75,22911964.32,21539407.58,13048920.15,13366158.7,12666848.46,15844911.38,15577863.61,14440272.41
110.07118999999999,5.53,"3,4-Diaminopyridine",Ethanesulfonate C2H5O3S,0.06669999999999732,Not in Internal DB. MS/MS available but no DB to match Several other possibilities,859376.8831,458082.8691,943146.9279,1394796.63,1712942.6469999999,1109276.02,999469.5909,418045.5965,1191012.058,6494221.857999999,2408844.629,6905064.652000001,994887.6044,33272.9403,924814.3262,3266722.454,2562232.749,3026534.582,1889680.1130000001,1934779.8280000002,1482198.267,4637376.421,5649309.417,5038872.362
115.0864,4.96,3-Amino-2-piperidone,Hexanoate (n-C6:0),0.009950000000003456,Not in Internal DB. MS/MS available but no DB to match. Other similar structures possible,3177678.769,3201573.998,4157846.0510000004,3181739.328,3701654.463,3255903.377,4100865.8239999996,4785578.444,6657717.119,6463313.721,8796606.407,7182134.482999999,2085905.917,73268.3418,1949243.7580000001,4626021.742,5271863.499,4537962.226,4950304.024,5218109.842,4353885.149,8899626.309,9115632.552000001,8755386.71
139.0977,3.94,"4,5-Pyrimidinediamine,N5,2-dimehtyl-",4-Amino-5-hydroxymethyl-2-methylpyrimidine,0.02313999999998373,Not in Internal DB. MS/MS available but no DB to match. ,1680770.54,1628483.6719999998,1796020.851,1855467.658,1741889.34,1881040.0790000001,1945327.935,1751340.2019999998,2090978.3080000002,2231617.742,1737566.439,1915511.449,2069543.331,11545.21414,1490995.138,1472606.2680000002,1621300.457,1593762.9209999999,1284801.394,1375516.1430000002,894528.0478,1176068.765,1435599.628,1169933.985
130.09738000000002,4.75,4-guanidinobutanal,4-Guanidinobutanal,0.00010999999997807208,Not in Internal DB. MS/MS available but no DB to match. ,5643052.405,7287359.009,3424097.6789999995,7455882.636,8102280.406,5977953.159,5261723.476,3177216.605,4251811.465,9445829.12,17445679.66,15849345.22,7587505.522000001,1928176.479,6559805.2,10971265.46,13530848.71,12856925.0,12166197.81,11899089.8,10440405.95,19260721.13,15090516.59,15672237.18
117.1022,4.17,5-Aminopentanamide,5-Aminopentanamide,3.999999999848569e-05,Not in Internal DB. MS/MS available but no DB to match.,3053710.2180000003,2635646.901,2921325.916,134623.2952,159273.864,161928.8949,100670.4297,84126.43299,84101.40342,84460.49806,35249.643189999995,115769.7089,13102.60191,9227.510225,23132.85786,46257.51139,35903.359130000004,32689.01578,119130.368,38447.37018,49961.438389999996,592222.3867,226578.5236,104391.1387
123.05518000000001,1.46,Acetylpyrazine,Nicotinamide,0.0008299999999934471,Not in Internal DB. MS/MS available but no DB to match. ,161098352.3,134816550.7,160853444.6,192020100.3,204007913.3,191729389.9,323142322.4,225389757.8,284097908.2,295276535.8,249627248.1,267945599.8,181446423.0,4952632.616,111730412.0,201373330.1,227375525.6,198374781.1,139010823.5,148281554.5,116418370.0,241099382.3,317336031.8,251347772.9
99.0439,5.43,alpha-Methylene-gamma-butyrolactone (Tulipalin A),Hexanal C6H12O,1.0449200000000047,Not in Internal DB. MS/MS available but no DB to match. Other Possible IDs: b-Angelica lactone,48767.19946,780925.6772,890027.372,1129181.77,1328362.826,789894.2208,737056.1379,641055.5454,806595.8579,612478.6032,917782.8983,1004265.338,271952.4168,31084.48027,175192.4785,629440.7575,107119.9504,509466.8324,100396.4974,393956.5328,334642.7134,1037746.843,1061588.902,917359.9146
102.09121999999999,5.22,Cyclopentanone,Betaine aldehyde,0.00012000000000966793,Not in Internal DB. MS/MS available but no DB to match Several other possibilities,6019419.493,6090846.856000001,4734038.598999999,12119828.48,13163709.2,12339993.6,3329945.913,2219926.486,2135420.944,7998195.721,6179556.909,6536907.277000001,3800685.828,216690.1614,5405801.691000001,3617248.975,8346843.841,9025345.434,1488544.164,3778910.64,1430187.081,4345740.182,4972656.7360000005,3305554.8439999996
129.10222,3.57,DL-Lysine lactam,N4 Acetylaminobutanal C6H11NO2,0.02323999999998705,Not in Internal DB. MS/MS available but no DB to match. MS/MS makes sense for this metabolite,2675978.266,2436858.3030000003,2791090.53,4074432.7189999996,4760228.6389999995,4287589.398,4392741.461,3292182.067,4039123.494,4062023.233,3201859.539,3736883.1560000004,1739090.5880000002,361109.3873,1842066.1840000001,2676738.751,2556345.437,2151944.3019999997,1551518.034,1741166.0219999999,1223886.123,2177442.5319999997,2562035.941,2384215.38
664.11532,5.38,Fenugreekine,Nicotinamide adenine dinucleotide - reduced,1.0050999999999704,Not in Internal DB. MS/MS available but no DB to match. ,6991693.11,6852081.302999999,6486073.166,12199252.68,14764644.3,12353817.65,9037955.868999999,7652591.826,9760309.155,8711498.885,12879249.21,11357256.26,9692619.129,7968.355594,41670075.38,12408584.57,12951393.41,10320207.56,10739617.81,8064915.348999999,6941149.156,10714745.21,12011707.33,12780901.4
97.02831,5.41,Furfural,Phosphate,0.05797000000001162,Not in Internal DB. MS/MS available but no DB to match.,5738168.919,7702050.977999999,8200819.342999999,10683206.89,12073508.74,10556739.74,8232128.656,6856053.752,9765866.356,7770852.944,10264380.53,10112849.92,7149798.089,11093.41042,6020162.8889999995,7717468.8610000005,6512557.187000001,6489107.801,4938193.198,5068709.951,4255779.512,9669110.199,12096768.21,10936936.94
190.07072,4.74,Glutarylglycine,Gly asp L C6H9N2O5,0.011750000000006366,Not in Internal DB. MS/MS available but no DB to match. ,1163192.422,907148.1504,884630.917,120947.7998,269763.257,144900.7969,11392075.68,3011350.422,10453702.27,21754919.78,15822972.97,17661129.44,97086.48328,7771.685004000001,116410.1146,62006.094000000005,99756.33365,255597.9514,163280.0752,69088.74497999999,146089.8438,13456052.82,16640645.63,14551567.66
134.04449,5.07,Iminodiacetic acid,L-Aspartate,0.0010200000000111231,Not in Internal DB. MS/MS available but no DB to match. ,30623619.46,31434141.77,27161183.69,18018361.14,10049914.58,14050303.92,87432325.38,43452657.42,93195804.1,29342775.89,144877354.7,124831142.1,16477472.52,21256.95418,15170961.43,20556970.34,18310232.55,18781642.79,66236447.47,51959376.77,54740298.63,116925820.5,138974281.8,101836532.5
103.0501,3.82,Isoxazolin-5-one,3-Hydroxy-2-methylpropanoate,0.010030000000000427,Not in Internal DB. MS/MS available but no DB to match.,494580.8882,383519.1017,404256.7304,465271.0193,427903.5372,361549.6969,624968.4199,246118.2361,679748.8354,599570.4158,608605.2416,644723.2991,652363.8462,24425.60501,666014.9056,841285.9188,761909.4368,695253.8526,701600.1931,591710.6356,461794.6321,587457.553,748398.3856,615018.3412
124.03931000000001,5.51,Nitrobenzene,4-Hydroxy-benzyl alcohol,0.013119999999986476,Not in Internal DB. MS/MS available but no DB to match. MS/MS makes sense for this metabolite,2107087.63,1977041.793,1926802.409,722381.0422,664177.538,772166.4719,1554568.906,1635487.4730000002,1482510.616,779724.7583,1167260.617,745342.7983,601070.0157,21163.350130000003,1422563.9640000002,769634.0522,666936.2606,758832.7638,697425.9599,520387.0006,496955.0632,754456.2397,1210678.422,570197.7671
161.09156000000002,4.81,N-Methylglutamine,D-Alanyl-D-alanine,0.0012299999999925149,Not in Internal DB. MS/MS match only. Potentially other similar metabolites,9214123.437,8643818.201,10970184.07,10943592.31,9097678.305,8808579.791000001,10334099.1,10329898.71,13698852.01,10220347.39,11813010.74,13132647.51,4901513.313999999,103548.67800000001,4361425.7930000005,5196764.235,5236740.844,6822160.95,6460772.757999999,6861705.396000001,5067288.926,9605941.225,11021809.87,10179713.73
102.05490999999999,4.12,N-Methylolacrylamide,Pentanoate,0.01389000000000351,Not in Internal DB. MS/MS match only;Potential ID (Low Confidence),20640145.96,19120654.9,19103475.77,2226735.432,2118446.122,3023885.03,3206244.6380000003,2552884.991,8895714.318,1438371.862,937418.1195,1589276.665,1221598.187,43472.6033,1355144.32,753142.0247,658009.7699,635410.3241,836885.7228,852058.9419,870907.4387,1912016.856,1995978.304,2153874.751
88.03916,5.18,Oxazolidinone, R  Acetoin C4H8O2,0.013270000000005666,Not in Internal DB. MS/MS available but no DB to match.,5742729.9229999995,5331222.902,4898362.711,4601359.072,4329201.783,3776165.692,15036451.62,6703521.016,13793237.19,8306440.267000001,26772989.86,24059816.7,3821727.9480000003,77405.48902000001,3934766.357,5628352.504,5899751.169,4695821.385,11281046.07,9865110.48,8614744.623,17856887.86,22514095.77,16068979.07
102.05489,1.21,Unknown 001,Pentanoate,0.013909999999995648,MS2 available,4766689.838,9036870.277,7941797.757,8568872.73,9074805.76,7046781.122,7070545.061000001,7730012.74,14899903.03,6502647.522999999,14243523.49,11652756.71,2607205.923,80803.31558,3426956.2610000004,3386735.945,6495366.9120000005,5263308.068,6988715.821,7277075.441000001,6175631.515,12047580.2,13620717.93,12729872.01
102.09113,4.94,Unknown 002,Betaine aldehyde,0.0002099999999956026,MS2 available,1301519.996,1487064.07,1196186.465,1762423.649,1556599.468,1101700.853,399564.2168,1532685.196,387736.7821,1914176.8469999998,1550852.392,1499992.095,1215141.387,99430.96146,979290.2013,3225583.845,3641846.6769999997,3794538.245,657708.3612,3778910.64,522623.4163,852924.8115,191575.7588,879086.4786
102.09121999999999,4.26,Unknown 003,Betaine aldehyde,0.00012000000000966793,MS2 available,14694791.24,12729701.1,13851467.47,1047700.328,1332086.139,1442067.469,1309849.908,1191152.304,969858.3411,372015.9284,182899.7876,692270.2803,182670.9814,103792.1634,328010.5856,283098.3009,670364.6384,319993.1332,262955.4202,843824.5965,269115.3252,440542.49700000003,668326.196,305543.7222
102.09121999999999,5.3,Unknown 004,Betaine aldehyde,0.00012000000000966793,MS2 available,6019419.493,6090846.856000001,4734038.598999999,12119828.48,13163709.2,12339993.6,3329945.913,2219926.486,2452026.4280000003,7998195.721,6179556.909,6536907.277000001,2108920.3340000003,216690.1614,5405801.691000001,3617248.975,16185303.98,7966538.052999999,1488544.164,3154887.1980000003,4091101.4669999997,4345740.182,4972656.7360000005,3305554.8439999996
102.09128,1.4,Unknown 005,Betaine aldehyde,6.0000000004833964e-05,MS2 available,2368388.722,2570554.498,2653284.3430000003,4258685.577,2210662.995,1759570.513,1139412.668,1220097.469,2359669.649,1415607.855,1197201.562,1395166.725,1264145.619,384067.4456,1057058.14,1539779.6469999999,1690611.918,1254674.6409999998,1230531.304,1165189.85,1165187.436,1564710.0869999998,1765173.014,1205761.117
102.09128,4.12,Unknown 006,Betaine aldehyde,6.0000000004833964e-05,MS2 available,27884004.68,22754119.24,22438684.12,2470484.841,2402063.489,2389998.071,1309849.908,1191152.304,969858.3411,203694.8475,156614.06900000002,188690.2635,615784.6996,103792.1634,165743.1144,489401.6391,670364.6384,192029.7898,202091.6311,843824.5965,321801.5494,440542.49700000003,668326.196,305543.7222
104.99226999999999,5.96,Unknown 007,(R)-Glycerate,0.027060000000020068,MS2 available,9390705.483,7074636.695,7034279.072000001,7212574.228999999,6386482.272999999,6018990.579,11959134.64,9828732.966,12962591.62,10404711.41,13387782.57,16855935.45,3458057.207,325803.7399,3205634.058,3797451.633,4366085.009,4253942.355,4436480.817,4704384.005,5080615.899,16969043.3,17126079.68,17496829.59
107.07023999999998,0.87,Unknown 008,M-Xylene,0.016010000000008517,MS2 available,2404641.143,2951019.791,3467452.767,2439949.983,2525472.357,1542609.1030000001,2560075.982,2375092.227,2420922.539,2082854.455,2311803.379,3031164.7410000004,1954623.0969999998,6960.094220999999,1897514.247,2245513.356,2186266.069,1593324.601,2443327.258,1756701.255,1662337.956,2691672.028,1744062.34,2787444.6010000003
