#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
Un,NZ_NWMZ01000001.1,972153,973337,-,57596905,moeZ,COO55_RS04645,WP_120659292.1,394,adenylyltransferase/sulfurtransferase MoeZ
Un,NZ_NWMZ01000001.1,973472,974611,-,57596906,,COO55_RS04650,WP_005562509.1,379,MULTISPECIES: DUF3152 domain-containing protein
Un,NZ_NWMZ01000001.1,974836,975507,+,57596907,,COO55_RS04655,WP_005259707.1,223,MULTISPECIES: TetR/AcrR family transcriptional regulator
Un,NZ_NWMZ01000001.1,975565,975795,-,57596908,,COO55_RS04660,WP_005259708.1,76,MULTISPECIES: DUF3107 domain-containing protein
Un,NZ_NWMZ01000001.1,975908,976588,-,57596909,,COO55_RS04665,WP_005240122.1,226,MULTISPECIES: hydroxylase
Un,NZ_NWMZ01000001.1,976911,978545,+,57596910,,COO55_RS04670,WP_005562510.1,544,DEAD/DEAH box helicase
Un,NZ_NWMZ01000001.1,978555,979769,+,57596911,,COO55_RS04675,WP_005562512.1,404,MULTISPECIES: hypothetical protein
Un,NZ_NWMZ01000001.1,979779,980192,-,57596912,,COO55_RS04680,WP_054247389.1,137,VOC family protein
Un,NZ_NWMZ01000001.1,980248,981234,-,57596913,,COO55_RS04685,WP_054247388.1,328,MULTISPECIES: helix-turn-helix domain-containing protein
Un,NZ_NWMZ01000001.1,981333,982163,+,57596914,,COO55_RS04690,WP_120659293.1,276,NAD(P)H-dependent oxidoreductase
Un,NZ_NWMZ01000001.1,982172,983002,+,57596915,,COO55_RS04695,WP_120659294.1,276,SDR family oxidoreductase
Un,NZ_NWMZ01000001.1,982974,983771,-,57596916,,COO55_RS04700,WP_005562521.1,265,MULTISPECIES: ParA family protein
Un,NZ_NWMZ01000001.1,983841,984455,+,57596917,,COO55_RS04705,WP_005562524.1,204,MULTISPECIES: acid phosphatase
Un,NZ_NWMZ01000001.1,984452,984931,+,57596918,,COO55_RS04710,WP_005562526.1,159,MULTISPECIES: GNAT family N-acetyltransferase
Un,NZ_NWMZ01000001.1,984928,985365,-,57596919,,COO55_RS04715,WP_005259725.1,145,MULTISPECIES: hypothetical protein
Un,NZ_NWMZ01000001.1,985442,986398,+,57596920,,COO55_RS04720,WP_120659295.1,318,diacylglycerol kinase family lipid kinase
Un,NZ_NWMZ01000001.1,986638,986892,+,57596921,,COO55_RS04725,WP_005240099.1,84,MULTISPECIES: WhiB family transcriptional regulator
Un,NZ_NWMZ01000001.1,986953,988455,-,57596922,,COO55_RS04730,WP_005259727.1,500,MULTISPECIES: PAS domain-containing sensor histidine kinase
Un,NZ_NWMZ01000001.1,988473,988688,-,57596923,,COO55_RS04735,WP_005240095.1,71,MULTISPECIES: biotin/lipoyl-binding carrier protein
Un,NZ_NWMZ01000001.1,988928,989209,-,57596925,rsrA,COO55_RS04745,WP_005240092.1,93,MULTISPECIES: mycothiol system anti-sigma-R factor
Un,NZ_NWMZ01000001.1,989206,989943,-,57596926,,COO55_RS04750,WP_051055340.1,245,MULTISPECIES: sigma-70 family RNA polymerase sigma factor
Un,NZ_NWMZ01000001.1,990042,990536,+,57596927,ybaK,COO55_RS04755,WP_120659296.1,164,Cys-tRNA(Pro) deacylase
Un,NZ_NWMZ01000001.1,990523,991281,-,57596928,,COO55_RS04760,WP_120661267.1,252,SOS response-associated peptidase
Un,NZ_NWMZ01000001.1,991360,992676,+,57596929,aroA,COO55_RS04765,WP_120659297.1,438,MULTISPECIES: 3-phosphoshikimate 1-carboxyvinyltransferase
Un,NZ_NWMZ01000001.1,992622,993662,+,57596930,rsgA,COO55_RS04770,WP_005562531.1,346,MULTISPECIES: ribosome small subunit-dependent GTPase A
Un,NZ_NWMZ01000001.1,993692,994930,-,57596931,,COO55_RS04775,WP_005562532.1,412,MULTISPECIES: fatty acid desaturase
Un,NZ_NWMZ01000001.1,995043,996299,-,57596932,,COO55_RS04780,WP_005259736.1,418,acyl-CoA desaturase
Un,NZ_NWMZ01000001.1,996362,997477,-,57596933,,COO55_RS04785,WP_005562534.1,371,MULTISPECIES: ferredoxin reductase
Un,NZ_NWMZ01000001.1,997569,998081,-,57596934,,COO55_RS04790,WP_005259738.1,170,MULTISPECIES: hypothetical protein
Un,NZ_NWMZ01000001.1,998112,999536,-,57596935,,COO55_RS04795,WP_120659298.1,474,wax ester/triacylglycerol synthase family O-acyltransferase
Un,NZ_NWMZ01000001.1,999530,999967,-,57596936,,COO55_RS04800,WP_037204691.1,145,MULTISPECIES: HAD-IA family hydrolase
Un,NZ_NWMZ01000001.1,1000072,1000596,+,57596937,,COO55_RS04805,WP_005562538.1,174,MULTISPECIES: hypothetical protein
Un,NZ_NWMZ01000001.1,1000613,1003483,-,57596938,secA,COO55_RS04810,WP_064080335.1,956,MULTISPECIES: preprotein translocase subunit SecA
Un,NZ_NWMZ01000001.1,1003635,1004312,-,57596939,raiA,COO55_RS04815,WP_005568143.1,225,MULTISPECIES: ribosome-associated translation inhibitor RaiA
Un,NZ_NWMZ01000001.1,3514833,3515789,+,57599226,,COO55_RS16255,WP_120659906.1,318,NAD(P)/FAD-dependent oxidoreductase
Un,NZ_NWMZ01000001.1,3515779,3516744,-,57599227,,COO55_RS16260,WP_005253242.1,321,Gfo/Idh/MocA family oxidoreductase
Un,NZ_NWMZ01000001.1,3516744,3517844,-,57599228,,COO55_RS16265,WP_120659907.1,366,DegT/DnrJ/EryC1/StrS family aminotransferase
Un,NZ_NWMZ01000001.1,3517949,3518668,+,57599229,,COO55_RS16270,WP_054248489.1,239,acyl-ACP--UDP-N- acetylglucosamine O-acyltransferase
Un,NZ_NWMZ01000001.1,3518738,3519730,+,57599230,,COO55_RS16275,WP_120659908.1,330,flippase-like domain-containing protein
Un,NZ_NWMZ01000001.1,3519741,3520532,+,57599231,,COO55_RS16280,WP_120659909.1,263,class I SAM-dependent methyltransferase
Un,NZ_NWMZ01000001.1,3520522,3521526,-,57599232,rfbB,COO55_RS16285,WP_005565992.1,334,"MULTISPECIES: dTDP-glucose 4,6-dehydratase"
Un,NZ_NWMZ01000001.1,3521590,3522465,+,57599233,rfbA,COO55_RS16290,WP_005248802.1,291,MULTISPECIES: glucose-1-phosphate thymidylyltransferase RfbA
Un,NZ_NWMZ01000001.1,3522467,3523054,+,57599234,,COO55_RS16295,WP_005565990.1,195,"MULTISPECIES: dTDP-4-dehydrorhamnose 3,5-epimerase family protein"
Un,NZ_NWMZ01000001.1,3523112,3523618,+,57599235,,COO55_RS16300,WP_120661353.1,168,MULTISPECIES: polyketide cyclase
Un,NZ_NWMZ01000001.1,3523641,3524450,+,57599236,,COO55_RS16305,WP_005248805.1,269,MULTISPECIES: enoyl-CoA hydratase
Un,NZ_NWMZ01000001.1,3524535,3524942,+,57599237,,COO55_RS16310,WP_120659910.1,135,PPOX class F420-dependent oxidoreductase
Un,NZ_NWMZ01000001.1,3524970,3526046,+,57599238,,COO55_RS16315,WP_120659911.1,358,trypsin-like peptidase domain-containing protein
Un,NZ_NWMZ01000001.1,3526047,3527084,-,57599239,,COO55_RS16320,WP_005565986.1,345,MULTISPECIES: alpha/beta hydrolase
Un,NZ_NWMZ01000001.1,3527255,3528157,-,57599240,,COO55_RS16325,WP_064080281.1,300,DUF4935 domain-containing protein
Un,NZ_NWMZ01000001.1,3528280,3528645,-,57599241,,COO55_RS16330,WP_025431660.1,121,MULTISPECIES: GtrA family protein
Un,NZ_NWMZ01000001.1,3528855,3530288,+,57599242,,COO55_RS16335,WP_005248821.1,477,MULTISPECIES: FAD-binding oxidoreductase
Un,NZ_NWMZ01000001.1,3530288,3531049,+,57599243,,COO55_RS16340,WP_005248822.1,253,MULTISPECIES: decaprenylphospho-beta-D-erythro-pentofuranosid-2-ulose 2-reductase
Un,NZ_NWMZ01000001.1,3531115,3532953,+,57599244,,COO55_RS16345,WP_120659912.1,612,MULTISPECIES: galactan 5-O-arabinofuranosyltransferase
Un,NZ_NWMZ01000001.1,3533066,3533341,+,57599245,,COO55_RS16350,WP_054246977.1,91,MULTISPECIES: hypothetical protein
Un,NZ_NWMZ01000001.1,3533338,3534039,-,57599246,,COO55_RS16355,WP_120659913.1,233,MULTISPECIES: MspA family porin
Un,NZ_NWMZ01000001.1,3534254,3536044,+,57599247,,COO55_RS16360,WP_120659914.1,596,glycosyl transferase
Un,NZ_NWMZ01000001.1,3536052,3536816,-,57599248,map,COO55_RS16365,WP_120659915.1,254,type I methionyl aminopeptidase
Un,NZ_NWMZ01000001.1,3536869,3537129,+,57599249,,COO55_RS16370,WP_005572349.1,86,MULTISPECIES: helix-turn-helix domain-containing protein
Un,NZ_NWMZ01000001.1,3537189,3540425,+,57599250,,COO55_RS16375,WP_120659916.1,1078,arabinosyltransferase domain-containing protein
Un,NZ_NWMZ01000001.1,3540492,3543815,+,57599251,,COO55_RS16380,WP_054246985.1,1107,MULTISPECIES: arabinosyltransferase domain-containing protein
Un,NZ_NWMZ01000001.1,3544035,3545009,+,57599252,,COO55_RS16385,WP_120659917.1,324,hypothetical protein
Un,NZ_NWMZ01000001.1,3545030,3546574,-,57599253,,COO55_RS16390,WP_005565873.1,514,MULTISPECIES: acyl-CoA carboxylase subunit beta
Un,NZ_NWMZ01000001.1,3546571,3551580,-,57599254,,COO55_RS16395,WP_183102213.1,1669,acyltransferase domain-containing protein
Un,NZ_NWMZ01000001.1,3551612,3553507,-,57599255,,COO55_RS16400,WP_054246989.1,631,MULTISPECIES: AMP-binding protein
Un,NZ_NWMZ01000001.1,3553695,3554684,-,57599256,,COO55_RS16405,WP_005248835.1,329,MULTISPECIES: LLM class F420-dependent oxidoreductase
Un,NZ_NWMZ01000001.1,3554879,3555859,-,57599257,,COO55_RS16410,WP_005565878.1,326,MULTISPECIES: cutinase family protein
Un,NZ_NWMZ01000001.1,3555866,3556441,-,57599258,,COO55_RS16415,WP_054246992.1,191,hypothetical protein
Un,NZ_NWMZ01000001.1,3556568,3558454,-,57599259,,COO55_RS16420,WP_120661354.1,628,esterase
Un,NZ_NWMZ01000001.1,3558586,3559581,-,57599260,,COO55_RS16425,WP_080606195.1,331,MULTISPECIES: esterase family protein
Un,NZ_NWMZ01000001.1,3559867,3560877,-,57599261,,COO55_RS16430,WP_043789365.1,336,MULTISPECIES: esterase family protein
Un,NZ_NWMZ01000001.1,1004484,1005182,-,57596940,,COO55_RS04820,WP_064080334.1,232,MULTISPECIES: ComF family protein
Un,NZ_NWMZ01000001.1,1005214,1007007,-,57596941,lpqB,COO55_RS04825,WP_005259751.1,597,MULTISPECIES: MtrAB system accessory protein LpqB
Un,NZ_NWMZ01000001.1,1007004,1008776,-,57596942,,COO55_RS04830,WP_043790468.1,590,MULTISPECIES: HAMP domain-containing histidine kinase
Un,NZ_NWMZ01000001.1,1008773,1009450,-,57596943,,COO55_RS04835,WP_005240059.1,225,MULTISPECIES: response regulator transcription factor
Un,NZ_NWMZ01000001.1,1009496,1010179,-,57596944,,COO55_RS04840,WP_054248260.1,227,MULTISPECIES: dTMP kinase
Un,NZ_NWMZ01000001.1,1010236,1011720,-,57596945,,COO55_RS04845,WP_043790469.1,494,MULTISPECIES: adenosylhomocysteinase
Un,NZ_NWMZ01000001.1,1011811,1012431,-,57596946,,COO55_RS04850,WP_005259761.1,206,MULTISPECIES: TetR family transcriptional regulator
Un,NZ_NWMZ01000001.1,1012516,1014024,-,57596947,,COO55_RS04855,WP_005259762.1,502,MULTISPECIES: amino acid permease
Un,NZ_NWMZ01000001.1,1014053,1014979,-,57596948,,COO55_RS04860,WP_005568158.1,308,MULTISPECIES: cation diffusion facilitator family transporter
Un,NZ_NWMZ01000001.1,1015058,1016290,-,57596949,manA,COO55_RS04865,WP_005568160.1,410,"MULTISPECIES: mannose-6-phosphate isomerase, class I"
Un,NZ_NWMZ01000001.1,1016290,1017369,-,57596950,,COO55_RS04870,WP_005568162.1,359,MULTISPECIES: hypothetical protein
Un,NZ_NWMZ01000001.1,1017447,1018814,-,57596951,,COO55_RS04875,WP_043790472.1,455,MULTISPECIES: phosphomannomutase/phosphoglucomutase
Un,NZ_NWMZ01000001.1,1018918,1019313,-,57596952,,COO55_RS04880,WP_005259770.1,131,MULTISPECIES: DUF3499 domain-containing protein
Un,NZ_NWMZ01000001.1,1019394,1019885,+,57596953,,COO55_RS04885,WP_029539455.1,163,MULTISPECIES: metallopeptidase family protein
Un,NZ_NWMZ01000001.1,1019887,1020147,-,57596954,,COO55_RS04890,WP_166680705.1,86,MULTISPECIES: WhiB family transcriptional regulator
Un,NZ_NWMZ01000001.1,1020615,1021604,+,57596955,,COO55_RS04895,WP_005264987.1,329,MULTISPECIES: 2-phospho-L-lactate transferase
Un,NZ_NWMZ01000001.1,1021601,1022965,+,57596956,,COO55_RS04900,WP_120659299.1,454,coenzyme F420-0:L-glutamate ligase
Un,NZ_NWMZ01000001.1,1022976,1023524,+,57596957,,COO55_RS04905,WP_005240029.1,182,MULTISPECIES: NUDIX domain-containing protein
Un,NZ_NWMZ01000001.1,1023521,1024285,-,57596958,,COO55_RS04910,WP_005563298.1,254,MULTISPECIES: SGNH/GDSL hydrolase family protein
Un,NZ_NWMZ01000001.1,1024297,1025376,-,57596959,,COO55_RS04915,WP_005563297.1,359,MULTISPECIES: NDP-sugar synthase
Un,NZ_NWMZ01000001.1,1025366,1026265,-,57596960,,COO55_RS04920,WP_065490414.1,299,MULTISPECIES: glycosyltransferase family 2 protein
Un,NZ_NWMZ01000001.1,1026300,1027148,-,57596961,rfbD,COO55_RS04925,WP_005563296.1,282,MULTISPECIES: dTDP-4-dehydrorhamnose reductase
Un,NZ_NWMZ01000001.1,1027283,1028746,+,57596962,,COO55_RS04930,WP_005563295.1,487,MULTISPECIES: LCP family protein
Un,NZ_NWMZ01000001.1,1028770,1029489,+,57596963,,COO55_RS04935,WP_005563294.1,239,MULTISPECIES: TIGR03089 family protein
Un,NZ_NWMZ01000001.1,1029474,1029830,-,57596964,,COO55_RS04940,WP_052023925.1,118,MULTISPECIES: hypothetical protein
Un,NZ_NWMZ01000001.1,1029868,1030395,-,57596965,purE,COO55_RS04945,WP_005563291.1,175,MULTISPECIES: 5-(carboxyamino)imidazole ribonucleotide mutase
Un,NZ_NWMZ01000001.1,1030379,1031638,-,57596966,,COO55_RS04950,WP_005563289.1,419,MULTISPECIES: 5-(carboxyamino)imidazole ribonucleotide synthase
Un,NZ_NWMZ01000001.1,1031769,1032314,+,57596967,,COO55_RS04955,WP_043788103.1,181,MULTISPECIES: GtrA family protein
Un,NZ_NWMZ01000001.1,1032318,1033652,-,57596968,,COO55_RS04960,WP_005264680.1,444,MULTISPECIES: HAMP domain-containing histidine kinase
Un,NZ_NWMZ01000001.1,1033661,1034341,-,57596969,,COO55_RS04965,WP_025432276.1,226,MULTISPECIES: response regulator transcription factor
Un,NZ_NWMZ01000001.1,1034381,1034938,-,57596970,,COO55_RS04970,WP_005264682.1,185,MULTISPECIES: PH domain-containing protein
Un,NZ_NWMZ01000001.1,1034954,1035511,-,57596971,,COO55_RS04975,WP_005563284.1,185,MULTISPECIES: DUF308 domain-containing protein
Un,NZ_NWMZ01000001.1,1035528,1036376,-,57596972,,COO55_RS04980,WP_037207635.1,282,MULTISPECIES: biotin-
Un,NZ_NWMZ01000001.1,1036493,1038133,+,57596973,,COO55_RS04985,WP_005563280.1,546,acyl-CoA carboxylase subunit beta
Un,NZ_NWMZ01000001.1,1038130,1038492,+,57596974,,COO55_RS04990,WP_054248581.1,120,MULTISPECIES: acyl-CoA carboxylase subunit epsilon
Un,NZ_NWMZ01000001.1,1038503,1039147,+,57596975,maf,COO55_RS04995,WP_005265287.1,214,MULTISPECIES: septum formation inhibitor Maf
Un,NZ_NWMZ01000001.1,3561215,3563134,-,57599262,,COO55_RS16435,WP_005565887.1,639,MULTISPECIES: hypothetical protein
Un,NZ_NWMZ01000001.1,3563136,3564041,-,57599263,,COO55_RS16440,WP_005248842.1,301,MULTISPECIES: decaprenyl-phosphate phosphoribosyltransferase
Un,NZ_NWMZ01000001.1,3564038,3564556,-,57599264,,COO55_RS16445,WP_005260442.1,172,MULTISPECIES: phosphatase PAP2 family protein
Un,NZ_NWMZ01000001.1,3564537,3566453,-,57599265,,COO55_RS16450,WP_005248844.1,638,MULTISPECIES: GNAT family N-acetyltransferase
Un,NZ_NWMZ01000001.1,3566450,3567667,-,57599266,glf,COO55_RS16455,WP_005260443.1,405,MULTISPECIES: UDP-galactopyranose mutase
Un,NZ_NWMZ01000001.1,3567815,3568939,+,57599267,,COO55_RS16460,WP_120659919.1,374,glycosyltransferase
Un,NZ_NWMZ01000001.1,3569111,3570505,-,57599268,,COO55_RS16465,WP_120659920.1,464,IS1380 family transposase
Un,NZ_NWMZ01000001.1,3570628,3572202,-,57599269,,COO55_RS16470,WP_120659921.1,524,SpoIID/LytB domain-containing protein
Un,NZ_NWMZ01000001.1,3572439,3574577,+,57599270,,COO55_RS16475,WP_120659922.1,712,N-acetylmuramoyl-L-alanine amidase
Un,NZ_NWMZ01000001.1,3574609,3575430,-,57599271,,COO55_RS16480,WP_005571619.1,273,MULTISPECIES: Cof-type HAD-IIB family hydrolase
Un,NZ_NWMZ01000001.1,3575475,3576194,-,57599272,,COO55_RS16485,WP_120659923.1,239,1-acyl-sn-glycerol-3-phosphate acyltransferase
Un,NZ_NWMZ01000001.1,3576204,3576959,-,57599273,,COO55_RS16490,WP_120659924.1,251,1-acyl-sn-glycerol-3-phosphate acyltransferase
Un,NZ_NWMZ01000001.1,3577976,3579523,+,57599274,,COO55_RS16495,WP_054248585.1,515,MULTISPECIES: Rieske 2Fe-2S domain-containing protein
Un,NZ_NWMZ01000001.1,3579576,3580763,-,57599275,,COO55_RS16500,WP_120659925.1,395,MFS transporter
Un,NZ_NWMZ01000001.1,3580867,3581352,-,57599276,bfr,COO55_RS16505,WP_005248856.1,161,MULTISPECIES: bacterioferritin
Un,NZ_NWMZ01000001.1,3581445,3581624,-,57599277,,COO55_RS16510,WP_005248857.1,59,MULTISPECIES: (2Fe-2S)-binding protein
Un,NZ_NWMZ01000001.1,3581715,3582971,-,57599278,serS,COO55_RS16515,WP_054248583.1,418,MULTISPECIES: serine--tRNA ligase
Un,NZ_NWMZ01000001.1,3583005,3583424,-,57599279,,COO55_RS16520,WP_005248859.1,139,MULTISPECIES: ankyrin repeat domain-containing protein
Un,NZ_NWMZ01000001.1,3583506,3584612,+,57599280,,COO55_RS16525,WP_005260456.1,368,MULTISPECIES: septum formation family protein
Un,NZ_NWMZ01000001.1,3584614,3584964,+,57599281,,COO55_RS16530,WP_005260457.1,116,MULTISPECIES: metallopeptidase family protein
Un,NZ_NWMZ01000001.1,3585115,3585420,+,57599282,,COO55_RS16535,WP_005568845.1,101,MULTISPECIES: PE domain-containing protein
Un,NZ_NWMZ01000001.1,3585455,3586657,+,57599283,,COO55_RS16540,WP_064080277.1,400,MULTISPECIES: PPE family protein
Un,NZ_NWMZ01000001.1,3586654,3587448,+,57599284,,COO55_RS16545,WP_054248859.1,264,ESX secretion-associated protein EspG
Un,NZ_NWMZ01000001.1,3587450,3588853,-,57599285,,COO55_RS16550,WP_005260461.1,467,MULTISPECIES: lipase maturation factor family protein
Un,NZ_NWMZ01000001.1,3588909,3589580,-,57599286,,COO55_RS16555,WP_005260462.1,223,MULTISPECIES: histidine phosphatase family protein
Un,NZ_NWMZ01000001.1,3589577,3590494,-,57599287,pheA,COO55_RS16560,WP_005573465.1,305,MULTISPECIES: prephenate dehydratase
Un,NZ_NWMZ01000001.1,3590549,3591241,-,57599288,,COO55_RS16565,WP_005573464.1,230,MULTISPECIES: hypothetical protein
Un,NZ_NWMZ01000001.1,3591358,3592122,+,57599289,,COO55_RS16570,WP_005573463.1,254,MULTISPECIES: DUF2470 domain-containing protein
Un,NZ_NWMZ01000001.1,3592160,3592978,+,57599290,,COO55_RS16575,WP_054248860.1,272,MULTISPECIES: CPBP family intramembrane metalloprotease
Un,NZ_NWMZ01000001.1,3593537,3594448,+,57599291,,COO55_RS16580,WP_005248870.1,303,MULTISPECIES: LCP family protein
Un,NZ_NWMZ01000001.1,3594472,3595023,+,57599292,,COO55_RS16585,WP_037204959.1,183,MULTISPECIES: ferritin
Un,NZ_NWMZ01000001.1,3595034,3596224,-,57599293,,COO55_RS16590,WP_120659926.1,396,MULTISPECIES: lipase
Un,NZ_NWMZ01000001.1,3596448,3596993,+,57599294,,COO55_RS16595,WP_005260470.1,181,MULTISPECIES: ferritin
Un,NZ_NWMZ01000001.1,3597062,3597976,-,57599295,,COO55_RS16600,WP_120659927.1,304,MULTISPECIES: hypothetical protein
Un,NZ_NWMZ01000001.1,3598010,3598774,-,57599296,,COO55_RS16605,WP_005248875.1,254,MULTISPECIES: glycerophosphodiester phosphodiesterase
Un,NZ_NWMZ01000001.1,3598771,3599754,-,57599297,,COO55_RS16610,WP_043787766.1,327,MULTISPECIES: DUF4328 domain-containing protein
Un,NZ_NWMZ01000001.1,3600211,3601992,+,57599299,,COO55_RS16620,WP_120659928.1,593,MULTISPECIES: hypothetical protein
Un,NZ_NWMZ01000001.1,1039130,1040848,-,57596976,,COO55_RS05000,WP_005563276.1,572,MULTISPECIES: MFS transporter
Un,NZ_NWMZ01000001.1,1041098,1042615,+,57596977,,COO55_RS05005,WP_120659300.1,505,acyltransferase
Un,NZ_NWMZ01000001.1,1042615,1044057,+,57596978,,COO55_RS05010,WP_054248578.1,480,MULTISPECIES: condensation protein
Un,NZ_NWMZ01000001.1,1044024,1044434,-,57596979,,COO55_RS05015,WP_005265283.1,136,MULTISPECIES: group III truncated hemoglobin
Un,NZ_NWMZ01000001.1,1044582,1045481,+,57596980,,COO55_RS05020,WP_005239980.1,299,MULTISPECIES: sulfurtransferase
Un,NZ_NWMZ01000001.1,1045478,1045894,+,57596981,,COO55_RS05025,WP_005239978.1,138,MULTISPECIES: SufE family protein
Un,NZ_NWMZ01000001.1,1045916,1047292,+,57596982,,COO55_RS05030,WP_005563271.1,458,MULTISPECIES: hypothetical protein
Un,NZ_NWMZ01000001.1,1047424,1049214,+,57596983,,COO55_RS05035,WP_120659301.1,596,MULTISPECIES: acetyl/propionyl/methylcrotonyl-CoA carboxylase subunit alpha
Un,NZ_NWMZ01000001.1,1049284,1049694,+,57596984,,COO55_RS05040,WP_005563269.1,136,MULTISPECIES: DUF1707 domain-containing protein
Un,NZ_NWMZ01000001.1,1049696,1050034,+,57596985,,COO55_RS05045,WP_005563268.1,112,MULTISPECIES: hypothetical protein
Un,NZ_NWMZ01000001.1,1050037,1050369,+,57596986,,COO55_RS05050,WP_120659302.1,110,MULTISPECIES: VanZ family protein
Un,NZ_NWMZ01000001.1,1050333,1051121,-,57596987,,COO55_RS05055,WP_005563265.1,262,MULTISPECIES: tyrosine-protein phosphatase
Un,NZ_NWMZ01000001.1,1051118,1052461,-,57596988,,COO55_RS05060,WP_054248898.1,447,MULTISPECIES: L-lysine 6-transaminase
Un,NZ_NWMZ01000001.1,1052528,1052992,-,57596989,,COO55_RS05065,WP_037208656.1,154,MULTISPECIES: Lrp/AsnC family transcriptional regulator
Un,NZ_NWMZ01000001.1,1053023,1054177,+,57596990,,COO55_RS05070,WP_054248899.1,384,MULTISPECIES: DUF1338 family protein
Un,NZ_NWMZ01000001.1,1054174,1055691,+,57596991,,COO55_RS05075,WP_065490409.1,505,MULTISPECIES: aldehyde dehydrogenase family protein
Un,NZ_NWMZ01000001.1,1055722,1056726,+,57596992,,COO55_RS05080,WP_120659303.1,334,MULTISPECIES: acyl-CoA/acyl-ACP dehydrogenase
Un,NZ_NWMZ01000001.1,1056723,1057259,-,57596993,,COO55_RS05085,WP_005265533.1,178,MULTISPECIES: hypothetical protein
Un,NZ_NWMZ01000001.1,1057346,1057486,+,58575322,,COO55_RS41480,WP_155756156.1,46,MULTISPECIES: hypothetical protein
Un,NZ_NWMZ01000001.1,1057560,1058792,-,57596994,,COO55_RS05090,WP_005573310.1,410,DUF222 domain-containing protein
Un,NZ_NWMZ01000001.1,1058969,1063477,+,57596995,,COO55_RS05095,WP_182623936.1,1502,MULTISPECIES: ATP-dependent helicase
Un,NZ_NWMZ01000001.1,1063479,1064228,+,57596996,,COO55_RS05100,WP_005573312.1,249,MULTISPECIES: Fpg/Nei family DNA glycosylase
Un,NZ_NWMZ01000001.1,1064225,1064956,-,57596997,,COO55_RS05105,WP_037203752.1,243,MULTISPECIES: DUF1353 domain-containing protein
Un,NZ_NWMZ01000001.1,1064964,1065542,-,57596998,,COO55_RS05110,WP_005573314.1,192,MULTISPECIES: TetR/AcrR family transcriptional regulator
Un,NZ_NWMZ01000001.1,1065596,1066555,+,57596999,,COO55_RS05115,WP_051055275.1,319,MULTISPECIES: DUF2236 domain-containing protein
Un,NZ_NWMZ01000001.1,1066740,1067276,+,57597000,,COO55_RS05120,WP_005256959.1,178,MULTISPECIES: hypothetical protein
Un,NZ_NWMZ01000001.1,1067254,1068996,-,57597001,glpD,COO55_RS05125,WP_120659304.1,580,glycerol-3-phosphate dehydrogenase
Un,NZ_NWMZ01000001.1,1069047,1070540,+,57597002,glpK,COO55_RS05130,WP_120659305.1,497,glycerol kinase GlpK
Un,NZ_NWMZ01000001.1,1070525,1071709,-,57597003,,COO55_RS05135,WP_120659306.1,394,PLP-dependent aminotransferase family protein
Un,NZ_NWMZ01000001.1,1071879,1073282,-,57597004,,COO55_RS05140,WP_120659307.1,467,MULTISPECIES: NAD(P)H-quinone dehydrogenase
Un,NZ_NWMZ01000001.1,1073399,1073860,+,57597005,,COO55_RS05145,WP_005256966.1,153,MULTISPECIES: gamma-glutamylcyclotransferase
Un,NZ_NWMZ01000001.1,1073880,1075031,-,57597006,,COO55_RS05150,WP_054247819.1,383,MULTISPECIES: amidohydrolase
Un,NZ_NWMZ01000001.1,1075028,1076188,-,57597007,,COO55_RS05155,WP_120659308.1,386,M20 family metallopeptidase
Un,NZ_NWMZ01000001.1,1076201,1076899,-,57597008,,COO55_RS05160,WP_120659309.1,232,enoyl-CoA hydratase/isomerase family protein
Un,NZ_NWMZ01000001.1,1076920,1077702,+,57597009,,COO55_RS05165,WP_095867455.1,260,MULTISPECIES: purine-nucleoside phosphorylase
Un,NZ_NWMZ01000001.1,1077699,1079288,+,57597010,,COO55_RS05170,WP_120659310.1,529,phospho-sugar mutase
Un,NZ_NWMZ01000001.1,1079297,1079920,-,57597011,upp,COO55_RS05175,WP_095867340.1,207,MULTISPECIES: uracil phosphoribosyltransferase
Un,NZ_NWMZ01000001.1,3601993,3602859,-,57599300,,COO55_RS16625,WP_005248879.1,288,MULTISPECIES: S49 family peptidase
Un,NZ_NWMZ01000001.1,3602901,3603830,+,57599301,,COO55_RS16630,WP_005562550.1,309,MULTISPECIES: LLM class F420-dependent oxidoreductase
Un,NZ_NWMZ01000001.1,3603827,3604306,-,57599302,,COO55_RS16635,WP_005562552.1,159,MULTISPECIES: RidA family protein
Un,NZ_NWMZ01000001.1,3604434,3604847,+,57599303,,COO55_RS16640,WP_005562554.1,137,MULTISPECIES: ester cyclase
Un,NZ_NWMZ01000001.1,3604874,3605185,+,57599304,,COO55_RS16645,WP_005562556.1,103,MULTISPECIES: DUF3303 family protein
Un,NZ_NWMZ01000001.1,3605192,3605785,-,57599305,,COO55_RS16650,WP_043787769.1,197,MULTISPECIES: hypothetical protein
Un,NZ_NWMZ01000001.1,3605894,3606835,-,57599306,,COO55_RS16655,WP_054247497.1,313,AraC family transcriptional regulator
Un,NZ_NWMZ01000001.1,3606917,3607747,+,57599307,,COO55_RS16660,WP_120659929.1,276,NmrA family transcriptional regulator
Un,NZ_NWMZ01000001.1,3607750,3608217,+,57599308,,COO55_RS16665,WP_005260482.1,155,MULTISPECIES: DUF1772 domain-containing protein
